,OrderNumber,OrderDate,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Line Total,Total Unit Cost,Customer Index,Customer Names,Index,Product Name,id,name,county,state_code,state,type,latitude,longitude,area_code,population,households,median_income,land_area,water_area,time_zone,State Code,Region
10638,SO - 0008766,2014-09-10,91,Wholesale,USD,AXW291,376,27,7,3705.1,25935.7,2778.825,91,Zoonder Group,27,Product 27,376,Iowa City,Johnson County,IA,Iowa,City,41.66113,-91.53017,319,74220,28985,42375,67167680,734599,America/Chicago,IA,Midwest
10639,SO - 0009339,2014-09-10,144,Export,USD,GUT930,304,11,6,3845.8,23074.800000000003,2961.266,144,Wordpedia Ltd,11,Product 11,304,Jupiter,Palm Beach County,FL,Florida,Town,26.93422,-80.09421,561,62707,24536,71233,56565914,4574769,America/New York,FL,South
10640,SO - 0008668,2014-09-10,57,Wholesale,USD,GUT930,29,10,11,5460.5,60065.5,4259.1900000000005,57,Camido Company,10,Product 10,29,Mesa,Maricopa County,AZ,Arizona,City,33.42227,-111.82264,480,471825,168914,48809,357097953,1950781,America/Phoenix,AZ,West
10641,SO - 0002794,2014-09-10,47,Distributor,USD,AXW291,275,14,9,247.9,2231.1,99.16000000000001,47,Gigabox Group,14,Product 14,275,West Haven,New Haven County,CT,Connecticut,City,41.27065,-72.94705,203,54927,20137,50846,27834890,439572,America/New York,CT,Northeast
10642,SO - 0002870,2014-09-10,57,Wholesale,USD,AXW291,461,25,5,3242.8,16214.0,2529.384,57,Camido Company,25,Product 25,461,Vernon,Lake County,IL,Illinois,Township,42.19779,-87.94553,847,67935,24876,106312,92753877,1049981,America/Chicago,IL,Midwest
10643,SO - 0004193,2014-09-10,14,Export,USD,GUT930,557,1,6,2941.3,17647.800000000003,1676.541,14,Alembic Ltd,1,Product 1,557,Quincy,Norfolk County,MA,Massachusetts,City,42.25288,-71.00227,857,93618,39476,64155,42914903,26768761,America/New York,MA,Northeast
10644,SO - 0005888,2014-09-10,100,Distributor,USD,AXW291,984,13,9,3926.2000000000003,35335.8,3140.9600000000005,100,Aibox Company,13,Product 13,984,Janesville,Rock County,WI,Wisconsin,City,42.68279,-89.01872,608,64123,25930,49001,87472640,1558124,America/Chicago,WI,Midwest
10645,SO - 0007261,2014-09-10,56,Distributor,USD,GUT930,476,14,10,964.8000000000001,9648.0,578.88,56,Realpoint Corp,14,Product 14,476,Center,Delaware County,IN,Indiana,Township,40.19153,-85.38601,765,69064,26656,30568,89310342,695523,America/Indiana/Indianapolis,IN,Midwest
10646,SO - 0009860,2014-09-10,66,Wholesale,USD,AXW291,858,6,9,1018.4,9165.6,712.88,66,Bluezoom Group,6,Product 6,858,Allen,Collin County,TX,Texas,City,33.10317,-96.67055,972,98143,30015,103051,68346288,250894,America/Chicago,TX,South
10647,SO - 0009397,2014-09-10,121,Wholesale,USD,NXH382,591,15,10,2405.3,24053.0,1635.6040000000003,121,Tambee Company,15,Product 15,591,Grand Rapids,Kent County,MI,Michigan,City,42.96336,-85.66809,616,195097,73026,40355,115103540,2252017,America/Detroit,MI,Midwest
10648,SO - 0001439,2014-09-10,20,Distributor,USD,AXW291,440,13,11,2633.1,28964.1,2080.149,20,Tagfeed Ltd,13,Product 13,440,Oak Park (Township),Cook County,IL,Illinois,Township,41.88716,-87.78994,708,52287,21612,80196,12172451,0,America/Chicago,IL,Midwest
10649,SO - 0001890,2014-09-10,99,Wholesale,USD,AXW291,701,28,6,1936.3,11617.8,1490.951,99,Flipbug Ltd,28,Product 28,701,Parsippany-Troy Hills,Morris County,NJ,New Jersey,Township,40.85964,-74.42335,973,53641,19745,89385,60892028,4762327,America/New York,NJ,Northeast
10650,SO - 0002073,2014-09-10,65,Wholesale,USD,AXW291,675,25,7,2921.2000000000003,20448.4,1460.6000000000001,65,CARDINAL Group,25,Product 25,675,Omaha,Douglas County,NE,Nebraska,City,41.25861,-95.93779,402,443885,173764,49896,344973715,9140906,America/Chicago,NE,Midwest
10651,SO - 0004639,2014-09-10,152,Export,USD,FLR025,908,17,8,904.5,7236.0,768.8249999999999,152,Eayo Company,17,Product 17,908,Pharr,Hidalgo County,TX,Texas,City,26.1948,-98.18362,956,76538,20402,34708,61000341,71524,America/Chicago,TX,South
10652,SO - 0007372,2014-09-10,154,Distributor,USD,AXW291,433,5,10,5266.2,52662.0,3528.3540000000003,154,GOOD Ltd,5,Product 5,433,New Trier,Cook County,IL,Illinois,Township,42.1014,-87.74493,847,56499,19314,149837,41189481,826348,America/Chicago,IL,Midwest
10653,SO - 0008628,2014-09-10,164,Distributor,USD,AXW291,128,25,5,1306.5,6532.5,718.575,164,Divanoodle Ltd,25,Product 25,128,Mission Viejo,Orange County,CA,California,City,33.60002,-117.672,949,97156,33483,100366,45837210,968033,America/Los Angeles,CA,West
10654,SO - 0001953,2014-09-10,30,Distributor,USD,GUT930,449,27,11,1098.8,12086.8,593.352,30,Shuffledri Group,27,Product 27,449,Plainfield (Township),Will County,IL,Illinois,Township,41.59381,-88.19968,815,81678,23935,84786,86725275,4549499,America/Chicago,IL,Midwest
10655,SO - 0003820,2014-09-10,32,Wholesale,USD,GUT930,703,25,6,3946.3,23677.800000000003,3196.503,32,EMD Group,25,Product 25,703,Paterson,Passaic County,NJ,New Jersey,City,40.91677,-74.17181,973,147754,43037,32915,21790122,762701,America/New York,NJ,Northeast
10656,SO - 0004422,2014-09-10,79,Distributor,USD,NXH382,955,3,12,5822.3,69867.6,2736.4809999999998,79,Blogspan Ltd,3,Product 3,955,Virginia Beach,Virginia Beach city,VA,Virginia,City,36.85293,-75.97799,757,452745,166242,66634,633821720,654694207,America/New York,VA,South
10657,SO - 0005033,2014-09-10,115,Distributor,USD,FLR025,85,14,5,3892.7000000000003,19463.5,3075.233,115,Dynazzy Company,14,Product 14,85,Florence-Graham,Los Angeles County,CA,California,CDP,33.96816,-118.24467,323,62815,14373,33934,9089173,0,America/Los Angeles,CA,West
10658,SO - 0005981,2014-09-10,143,Distributor,USD,AXW291,239,5,10,2311.5,23115.0,1086.405,143,Mita Corp,5,Product 5,239,Loveland,Larimer County,CO,Colorado,City,40.39776,-105.07498,970,75182,29985,56277,88294788,3811046,America/Denver,CO,West
10659,SO - 0009517,2014-09-10,79,Wholesale,USD,AXW291,613,5,12,2659.9,31918.800000000003,2207.717,79,Blogspan Ltd,5,Product 5,613,Apple Valley,Dakota County,MN,Minnesota,City,44.73191,-93.21772,952,51221,19413,80478,43884096,1771507,America/Chicago,MN,Midwest
10660,SO - 0009549,2014-09-10,91,Export,USD,AXW291,655,4,9,4013.3,36119.700000000004,2809.31,91,Zoonder Group,4,Product 4,655,Charlotte,Mecklenburg County,NC,North Carolina,City,35.22709,-80.84313,704,827097,305488,53637,790925550,5215849,America/New York,NC,South
10661,SO - 0001918,2014-09-10,15,Distributor,USD,GUT930,957,13,9,3564.4,32079.600000000002,1817.844,15,Centizu Company,13,Product 13,957,Bellevue,King County,WA,Washington,City,47.61038,-122.20068,425,139820,54216,94638,86712345,649599,America/Los Angeles,WA,West
10662,SO - 0006772,2014-09-10,45,Wholesale,USD,NXH382,941,23,9,3698.4,33285.6,2773.8,45,State Ltd,23,Product 23,941,Centreville,Fairfax County,VA,Virginia,CDP,38.84039,-77.42888,571,73677,24618,105278,30936668,299660,America/New York,VA,South
10663,SO - 0007532,2014-09-10,175,Wholesale,USD,GUT930,742,2,8,3959.7000000000003,31677.600000000002,2930.1780000000003,175,SHISEIDO Ltd,2,Product 2,742,Greece,Monroe County,NY,New York,Town,43.25035,-77.70052,716,96796,39934,55061,123082340,10026963,America/New York,NY,Northeast
10664,SO - 0010707,2014-09-10,74,Wholesale,USD,AXW291,771,26,12,1815.7,21788.4,980.4780000000001,74,Dazzlesphe Corp,26,Product 26,771,Utica,Oneida County,NY,New York,City,43.1009,-75.23266,315,61100,23622,30504,43404629,662077,America/New York,NY,Northeast
10665,SO - 0001874,2014-09-11,162,Distributor,USD,AXW291,335,13,9,1092.1000000000001,9828.900000000001,884.6010000000001,162,Oba Company,13,Product 13,335,Port St. Lucie,St. Lucie County,FL,Florida,City,27.29393,-80.35033,772,179413,59221,49813,307920898,4193519,America/New York,FL,South
10666,SO - 0002651,2014-09-11,53,Distributor,USD,AXW291,889,15,12,3832.4,45988.8,2835.976,53,Kare Corp,15,Product 15,889,Killeen,Bell County,TX,Texas,City,31.11712,-97.7278,254,140806,46952,47763,138670219,1727829,America/Chicago,TX,South
10667,SO - 0004817,2014-09-11,132,Export,USD,AXW291,930,5,10,944.7,9447.0,736.8660000000001,132,CLINIQUE Ltd,5,Product 5,930,Orem,Utah County,UT,Utah,City,40.2969,-111.69465,385,94457,26149,55166,47854323,0,America/Denver,UT,West
10668,SO - 0010537,2014-09-11,42,Distributor,USD,AXW291,359,15,7,991.6,6941.2,485.884,42,Colgate-Pa Group,15,Product 15,359,Johns Creek,Fulton County,GA,Georgia,City,34.02893,-84.19858,770,83335,26583,105417,79805550,1376199,America/New York,GA,South
10669,SO - 0008796,2014-09-11,64,Wholesale,USD,FLR025,370,23,6,234.5,1407.0,147.735,64,Fatz Group,23,Product 23,370,Ankeny,Polk County,IA,Iowa,City,41.72971,-93.60577,515,56764,19569,75465,76091403,0,America/Chicago,IA,Midwest
10670,SO - 0001109,2014-09-11,48,Distributor,USD,AXW291,656,6,11,1072.0,11792.0,707.52,48,Rochester Group,6,Product 6,656,Concord,Cabarrus County,NC,North Carolina,City,35.40875,-80.57951,704,87696,29921,53587,159888811,92907,America/New York,NC,South
10671,SO - 0003136,2014-09-11,45,Distributor,USD,AXW291,266,17,10,1876.0,18760.0,1557.08,45,State Ltd,17,Product 17,266,Norwalk (Town),Fairfield County,CT,Connecticut,Town,41.09274,-73.4198,203,88485,34137,76987,59275297,34928497,America/New York,CT,Northeast
10672,SO - 0003389,2014-09-11,70,Wholesale,USD,NXH382,720,5,12,2485.7000000000003,29828.4,1615.7050000000002,70,Cogidoo Company,5,Product 5,720,Carson City,Carson City,NV,Nevada,Other,39.1638,-119.7674,775,54521,21594,47668,374669606,32587484,America/Los Angeles,NV,West
10673,SO - 0004068,2014-09-11,63,Wholesale,USD,FLR025,453,5,9,3926.2000000000003,35335.8,3023.1740000000004,63,Pfizer Corp,5,Product 5,453,Rockford (Township),Winnebago County,IL,Illinois,Township,42.24868,-89.07452,815,173110,69780,40391,287475255,4720906,America/Chicago,IL,Midwest
10674,SO - 0007283,2014-09-11,142,Wholesale,USD,AXW291,148,25,6,3892.7000000000003,23356.2,2880.598,142,Skippad Ltd,25,Product 25,148,Paramount,Los Angeles County,CA,California,City,33.88946,-118.15979,562,55412,13844,45792,12248385,286383,America/Los Angeles,CA,West
10675,SO - 0010186,2014-09-11,145,Wholesale,USD,AXW291,836,26,7,227.8,1594.6000000000001,166.294,145,Janyx Group,26,Product 26,836,Warwick,Kent County,RI,Rhode Island,City,41.7001,-71.41617,401,81699,34891,66044,90752667,38210709,America/New York,RI,Northeast
10676,SO - 0008206,2014-09-11,2,Wholesale,USD,GUT930,134,2,9,3979.8,35818.200000000004,3024.648,2,Jaxbean Group,2,Product 2,134,Murrieta,Riverside County,CA,California,City,33.55391,-117.21392,951,109830,32685,74610,87023902,93770,America/Los Angeles,CA,West
10677,SO - 000188,2014-09-11,145,Export,USD,AXW291,84,17,7,3892.7000000000003,27248.9,2724.89,145,Janyx Group,17,Product 17,84,Fairfield,Solano County,CA,California,City,38.24936,-122.03997,707,112970,34623,67364,105971964,696390,America/Los Angeles,CA,West
10678,SO - 000547,2014-09-11,96,Wholesale,USD,GUT930,919,13,11,1051.9,11570.900000000001,736.33,96,Thoughtmix Ltd,13,Product 13,919,Temple,Bell County,TX,Texas,City,31.09823,-97.34278,254,72277,25204,47475,181451278,12464194,America/Chicago,TX,South
10679,SO - 0001039,2014-09-11,104,Wholesale,USD,AXW291,775,29,7,3396.9,23778.3,2140.047,104,Mydeo Ltd,29,Product 29,775,Beavercreek (Township),Greene County,OH,Ohio,Township,39.72765,-84.03425,937,53427,21060,85670,126434953,1187375,America/New York,OH,Midwest
10680,SO - 0002947,2014-09-11,41,Wholesale,USD,AXW291,776,15,8,2432.1,19456.8,972.84,41,Pixoboo Corp,15,Product 15,776,Canton,Stark County,OH,Ohio,City,40.79895,-81.37845,330,71885,30220,29418,66843044,40504,America/New York,OH,Midwest
10681,SO - 0003155,2014-09-11,71,Wholesale,USD,FLR025,15,13,6,2385.2000000000003,14311.2,1240.304,71,Remedy Ltd,13,Product 13,15,North Little Rock,Pulaski County,AR,Arkansas,City,34.76954,-92.26709,501,66504,25538,39591,134251406,7803863,America/Chicago,AR,South
10682,SO - 0004340,2014-09-11,148,Distributor,USD,AXW291,778,26,7,2244.5,15711.5,1032.47,148,Jabbercube Corp,26,Product 26,778,Cleveland,Cuyahoga County,OH,Ohio,City,41.4995,-81.69541,216,388072,167100,26150,201255242,12332080,America/New York,OH,Midwest
10683,SO - 0008908,2014-09-11,151,Wholesale,USD,NXH382,500,14,7,214.4,1500.8,122.208,151,Snaptags Ltd,14,Product 14,500,Noblesville (Township),Hamilton County,IN,Indiana,Township,40.05365,-86.02173,317,56473,20007,71491,121232710,5969186,America/Indiana/Indianapolis,IN,Midwest
10684,SO - 0002481,2014-09-11,87,Wholesale,USD,GUT930,958,16,6,2646.5,15879.0,1667.295,87,Johnson Ltd,16,Product 16,958,Bellingham,Whatcom County,WA,Washington,City,48.75955,-122.48822,360,85146,33764,43536,71709769,6855426,America/Los Angeles,WA,West
10685,SO - 0004198,2014-09-11,27,Distributor,USD,AXW291,645,26,6,1065.3,6391.799999999999,585.9150000000001,27,Wise Company,26,Product 26,645,Gulfport,Harrison County,MS,Mississippi,City,30.36742,-89.09282,228,71856,27948,36474,144074450,21702983,America/Chicago,MS,South
10686,SO - 0004407,2014-09-11,23,Wholesale,USD,NXH382,581,15,8,1882.7,15061.6,1374.371,23,Devpoint Group,15,Product 15,581,Ann Arbor,Washtenaw County,MI,Michigan,City,42.27087,-83.72633,734,117070,47179,55990,72727009,2254528,America/Detroit,MI,Midwest
10687,SO - 0004978,2014-09-11,159,Distributor,USD,AXW291,240,5,10,1011.7,10117.0,667.7220000000001,159,Quaxo Ltd,5,Product 5,240,Pueblo,Pueblo County,CO,Colorado,City,38.25445,-104.60914,719,109412,43249,34550,138802381,2033674,America/Denver,CO,West
10688,SO - 0006764,2014-09-11,67,Export,USD,AXW291,557,27,8,6545.900000000001,52367.200000000004,3469.3270000000007,67,Skyble Corp,27,Product 27,557,Quincy,Norfolk County,MA,Massachusetts,City,42.25288,-71.00227,857,93618,39476,64155,42914903,26768761,America/New York,MA,Northeast
10689,SO - 0007628,2014-09-11,90,Export,USD,AXW291,666,15,5,207.70000000000002,1038.5,97.619,90,Aimbo Corp,15,Product 15,666,Rocky Mount,Edgecombe County/Nash County,NC,North Carolina,City,35.96851,-77.80829,252,55806,22283,36088,114205456,548539,America/New York,NC,South
10690,SO - 0008513,2014-09-11,112,Export,USD,FLR025,332,5,11,1340.0,14740.0,830.8,112,Skiptube Ltd,5,Product 5,332,Pompano Beach,Broward County,FL,Florida,City,26.23786,-80.12477,954,107762,41422,41321,62261002,1737713,America/New York,FL,South
10691,SO - 0008601,2014-09-11,101,Distributor,USD,AXW291,795,17,12,696.8000000000001,8361.6,564.4080000000001,101,Feednation Corp,17,Product 17,795,Youngstown,Trumbull County/Mahoning County,OH,Ohio,City,41.0991,-80.6459,330,64628,26731,24133,87970293,1644959,America/New York,OH,Midwest
10692,SO - 0008425,2014-09-11,147,Wholesale,USD,GUT930,716,20,6,1815.7,10894.2,1379.932,147,SUPERVALU Ltd,20,Product 20,716,Albuquerque,Bernalillo County,NM,New Mexico,City,35.08449,-106.65114,505,559121,222098,47030,487357375,4655624,America/Denver,NM,West
10693,SO - 0009569,2014-09-11,75,Distributor,USD,FLR025,939,1,8,944.7,7557.6,802.995,75,Cogilith Group,1,Product 1,939,Alexandria,Alexandria city,VA,Virginia,City,38.80484,-77.04692,571,153511,66879,89134,38977688,1127171,America/New York,VA,South
10694,SO - 000299,2014-09-11,102,Wholesale,USD,FLR025,500,1,7,5045.1,35315.700000000004,3380.2170000000006,102,Linkbuzz Ltd,1,Product 1,500,Noblesville (Township),Hamilton County,IN,Indiana,Township,40.05365,-86.02173,317,56473,20007,71491,121232710,5969186,America/Indiana/Indianapolis,IN,Midwest
10695,SO - 0002172,2014-09-11,153,Export,USD,NXH382,567,13,5,5681.6,28408.0,3749.856,153,WOONSOCKET Corp,13,Product 13,567,Bethesda,Montgomery County,MD,Maryland,CDP,38.98067,-77.10026,301,62024,25007,144772,34323492,194871,America/New York,MD,South
10696,SO - 0002315,2014-09-11,122,Wholesale,USD,GUT930,816,1,5,964.8000000000001,4824.0,569.232,122,Brightdog Corp,1,Product 1,816,Springfield,Lane County,OR,Oregon,City,44.04624,-123.02203,541,60870,24002,39729,40881564,29713,America/Los Angeles,OR,West
10697,SO - 0002380,2014-09-11,74,Wholesale,USD,NXH382,647,21,7,964.8000000000001,6753.6,820.08,74,Dazzlesphe Corp,21,Product 21,647,Southaven,DeSoto County,MS,Mississippi,City,34.98898,-90.01259,662,52589,18393,58227,106938400,619709,America/Chicago,MS,South
10698,SO - 0004585,2014-09-11,100,Wholesale,USD,AXW291,608,10,6,3966.4,23798.4,2141.856,100,Aibox Company,10,Product 10,608,Waterford,Oakland County,MI,Michigan,Charter Township,42.66198,-83.38792,248,73040,30127,55552,79281617,11868065,America/Detroit,MI,Midwest
10699,SO - 0005786,2014-09-11,153,Wholesale,USD,GUT930,803,3,8,3450.5,27604.0,2070.2999999999997,153,WOONSOCKET Corp,3,Product 3,803,Oklahoma City,Canadian County/Pottawatomie County/Oklahoma County/Cleveland County,OK,Oklahoma,City,35.46708,-97.51366,405,631346,232254,47779,1570317627,37245501,America/Chicago,OK,South
10700,SO - 0007525,2014-09-11,49,Export,USD,GUT930,665,7,10,1333.3,13333.0,533.32,49,Skyvu Group,7,Product 7,665,Raleigh,Durham County/Wake County,NC,North Carolina,City,35.8306,-78.64177,919,451066,170366,55398,375740493,2876470,America/New York,NC,South
10701,SO - 0010018,2014-09-11,53,Distributor,USD,FLR025,675,12,9,1788.9,16100.1,1484.787,53,Kare Corp,12,Product 12,675,Omaha,Douglas County,NE,Nebraska,City,41.25861,-95.93779,402,443885,173764,49896,344973715,9140906,America/Chicago,NE,Midwest
10702,SO - 0009426,2014-09-11,66,Wholesale,USD,AXW291,56,13,12,2311.5,27738.0,1109.52,66,Bluezoom Group,13,Product 13,56,Carson,Los Angeles County,CA,California,City,33.83141,-118.28202,424,93281,25223,72421,48492004,631332,America/Los Angeles,CA,West
10703,SO - 0001846,2014-09-11,137,Wholesale,USD,AXW291,132,23,12,1969.8,23637.6,1378.86,137,Aldi Ltd,23,Product 23,132,Moreno Valley,Riverside County,CA,California,City,33.93752,-117.23059,951,204198,51693,54590,132800801,504194,America/Los Angeles,CA,West
10704,SO - 0003474,2014-09-11,17,Distributor,USD,NXH382,952,18,7,1031.8,7222.599999999999,804.804,17,Liberty Group,18,Product 18,952,Richmond,Richmond city,VA,Virginia,City,37.55376,-77.46026,804,220289,87224,40758,154942138,6879776,America/New York,VA,South
10705,SO - 0004723,2014-09-11,52,Distributor,USD,NXH382,264,25,8,2358.4,18867.2,1132.032,52,Avamba Company,25,Product 25,264,New Haven (Town),New Haven County,CT,Connecticut,Town,41.310810000000004,-72.92495,203,130322,49771,37192,48407373,3739487,America/New York,CT,Northeast
10706,SO - 0004928,2014-09-11,124,Wholesale,USD,GUT930,187,15,12,2532.6,30391.199999999997,1063.692,124,Roomm Company,15,Product 15,187,Santa Clara,Santa Clara County,CA,California,City,37.35411,-121.95524,408,126215,43433,98914,47678886,0,America/Los Angeles,CA,West
10707,SO - 0006328,2014-09-11,151,Wholesale,USD,AXW291,307,27,8,247.9,1983.2,114.034,151,Snaptags Ltd,27,Product 27,307,Kissimmee,Osceola County,FL,Florida,City,28.29196,-81.40757,407,69152,20765,37487,53929070,1760423,America/New York,FL,South
10708,SO - 0007866,2014-09-11,4,Wholesale,USD,AXW291,959,2,7,3993.2000000000003,27952.4,3114.6960000000004,4,Eire Corp,2,Product 2,959,Burien,King County,WA,Washington,City,47.47038,-122.34679,206,50467,18273,53712,26042893,169931,America/Los Angeles,WA,West
10709,SO - 000419,2014-09-12,32,Wholesale,USD,AXW291,883,16,7,1092.1000000000001,7644.700000000001,546.0500000000001,32,EMD Group,16,Product 16,883,Georgetown,Williamson County,TX,Texas,City,30.63269,-97.67723,512,63716,22665,63041,134870286,5860683,America/Chicago,TX,South
10710,SO - 0004124,2014-09-12,165,Wholesale,USD,AXW291,636,26,9,221.1,1989.8999999999999,134.87099999999998,165,Buzzshare Company,26,Product 26,636,Joplin,Newton County/Jasper County,MO,Missouri,City,37.07636,-94.50121,417,51818,20930,38169,95229725,326318,America/Chicago,MO,Midwest
10711,SO - 0007766,2014-09-12,157,Wholesale,USD,AXW291,249,6,11,1139.0,12529.0,865.64,157,Flipstorm Group,6,Product 6,249,East Hartford,Hartford County,CT,Connecticut,Town,41.7607,-72.60765,959,50821,20225,48369,46610800,1904156,America/New York,CT,Northeast
10712,SO - 0010773,2014-09-12,118,Distributor,USD,AXW291,505,6,5,2525.9,12629.5,1288.209,118,MEIJER Corp,6,Product 6,505,Pike,Marion County,IN,Indiana,Township,39.87571,-86.26625,317,81408,31112,47149,107838062,6181081,America/Indiana/Indianapolis,IN,Midwest
